ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"51.75.52.229","elite","AS16276","PL","OVH SAS","32","OVH Sp. z o. o","3000","http","4902","7565","2022-09-29T16:16:07.600Z","100","9","9"
"101.108.155.80","elite","AS23969","TH","TOT Public Company Limited","152","TOT Public Company Limited","4145","socks4","4932","1","2022-09-29T16:16:03.831Z","98","63","64"
"177.105.68.117","elite","AS262637","BR","Netprimus Tecnologia Ltda","226","Netprimus Tecnologia Ltda","4153","socks4","4501","1","2022-09-29T16:16:03.828Z","99","69","70"
"139.224.117.52","elite","AS37963","CN","Addresses CNNIC","223","Aliyun Computing Co., LTD","2222","socks4","4707","1","2022-09-29T16:16:03.832Z","98","95","97"
"45.7.177.244","elite","AS266626","BR","Litoral Telecom","208","Litoral Telecom","39867","socks4","4901","1","2022-09-29T16:16:00.003Z","99","84","85"
"58.35.208.107","elite","AS4812","CN","China Telecom (Group)","232","Chinanet SH","5678","socks4","5005","1","2022-09-29T16:15:56.260Z","85","90","106"
"154.73.65.17","elite","AS327706","TZ","Power and Network, Backup Company Ltd","230","N/A","5678","socks4","4250","1","2022-09-29T16:15:56.265Z","70","58","83"
"2.81.216.239","elite","AS3243","PT","PT Comunicacoes S.A","31","PT Comunicacoes S.A.","4153","socks4","5067","1","2022-09-29T16:15:48.804Z","100","90","90"
"142.93.24.89","anonymous","AS14061","US","DigitalOcean, LLC","149","Digital Ocean","3128","http","4465","409","2022-09-29T16:15:48.810Z","100","6658","6658"
"103.76.210.85","elite","AS24186","IN","Lightwave Technologies Pvt Ltd","163","Light Wave Technologies PVT LTD","5678","socks4","4822","1","2022-09-29T16:15:48.809Z","98","80","82"
"62.220.112.137","elite","AS42337","IR","Respina Networks & Beyond PJSC","137","Respina","5678","socks4","4797","1","2022-09-29T16:15:45.161Z","66","57","87"
"45.196.151.59","elite","AS7018","US","AT&T Services","80","AQUA Networks Limited","5432","socks4","4987","1","2022-09-29T16:15:45.159Z","100","50","50"
"119.42.86.124","elite","AS131090","TH","CAT-BB","188","N/A","4145","socks4","380","1","2022-09-29T16:15:41.382Z","81","70","86"
"186.226.145.228","elite","AS28343","BR","Unifique Telecomunicações SA","277","Unifique Telecomunicações SA","4145","socks4","5026","1","2022-09-29T16:15:41.382Z","100","107","107"
"217.115.115.236","elite","AS30900","IE","Sternforth Ltd.","25","Webworld","50702","socks5","4907","1","2022-09-29T16:15:41.383Z","97","104","107"
"75.119.204.185","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","42863","socks5","5014","1","2022-09-29T16:15:37.636Z","100","86","86"
"177.105.68.95","elite","AS262637","BR","Netprimus Tecnologia Ltda","226","Netprimus Tecnologia Ltda","4153","socks4","4646","1","2022-09-29T16:15:37.633Z","99","106","107"
"148.251.43.136","elite","AS24940","DE","Hetzner Online GmbH","14","Hetzner","30151","socks4","4927","3","2022-09-29T16:15:33.868Z","100","63","63"
"104.255.170.67","elite","AS397373","US","H4Y Technologies LLC","154","N/A","59874","socks4","5069","1","2022-09-29T16:15:30.117Z","100","90","90"
"23.106.124.108","elite","AS59253","SG","Leaseweb Asia Pacific pte. ltd","152","LSW","80","socks5","5198","1","2022-09-29T16:15:30.116Z","52","49","95"
"66.29.129.52","elite","AS22612","US","Namecheap, Inc.","134","Namecheap, Inc.","14924","socks4","5024","1","2022-09-29T16:15:30.117Z","100","90","90"
"187.228.145.138","elite","AS8151","MX","Uninet S.A. de C.V.","192","Uninet S.A. de C.V","8080","socks4","4648","1","2022-09-29T16:15:26.361Z","100","55","55"
"103.245.164.78","anonymous","AS56309","TH","Siamdata Communication Co.","175","Siamdata (Lao) Co., Ltd","3128","https","4485","4014","2022-09-29T16:15:22.651Z","96","46","48"
"77.85.104.54","elite","AS8866","BG","BTC","68","BTC Plc","1080","socks4","1347","1","2022-09-29T16:15:22.649Z","99","102","103"
"203.24.102.86","elite","AS209242","VG","Cloudflare London, LLC","2","Anaga Consulting Limited","80","socks4","4790","1","2022-09-29T16:15:15.259Z","99","106","107"
"186.192.195.211","elite","AS53133","BR","P & K Networks e Telecomunicações Ltda","187","P & K Networks e Telecomunicações Ltda","8080","socks4","4916","1","2022-09-29T16:15:15.276Z","99","87","88"
"58.246.245.122","elite","AS17621","CN","CNC Group CHINA169 Shanghai Province Network","256","N/A","4153","socks4","4960","1","2022-09-29T16:15:15.264Z","100","107","107"
"201.148.125.203","elite","AS61844","BR","NEW MASTER TELECOM OPERADORA DE TELECOMUNICAÇÕES L","217","NEW MASTER TELECOM OPERADORA DE TELECOMUNICAÇÕES L","4145","socks4","4835","1","2022-09-29T16:15:15.263Z","94","60","64"
"143.244.149.59","elite","AS14061","US","DigitalOcean, LLC","82","DigitalOcean, LLC","35887","socks5","4302","1","2022-09-29T16:15:11.087Z","100","30","30"
"109.92.133.194","elite","AS8400","RS","TELEKOM-SRBIJA","37","N/A","5678","socks4","5077","1","2022-09-29T16:15:11.087Z","88","82","93"
"51.77.73.78","elite","AS16276","ES","OVH SAS","10","Sastre Vazquez Antonio","31979","socks4","3529","1","2022-09-29T16:15:11.087Z","100","54","54"
"115.226.236.58","elite","AS4134","CN","Chinanet","238","N/A","3000","socks4","5127","1","2022-09-29T16:15:11.082Z","33","31","93"
"45.7.177.196","elite","AS266626","BR","Litoral Telecom","207","Litoral Telecom","39867","socks4","4871","1","2022-09-29T16:15:07.194Z","99","74","75"
"143.202.226.205","elite","AS262346","BR","FP Telecomunicacoes Ltda","196","FP Telecomunicacoes Ltda","4145","socks4","5061","1","2022-09-29T16:15:03.308Z","87","93","107"
"165.227.187.48","elite","AS14061","US","DigitalOcean, LLC","85","Digital Ocean","7497","socks5","4653","1","2022-09-29T16:14:59.233Z","100","89","89"
"154.16.63.16","elite","AS61317","GB","Ipxo UK Limited","184","Digital Energy Technologies Limited","443","socks4","5063","1","2022-09-29T16:14:55.371Z","100","60","60"
"185.66.56.4","elite","AS200509","ES","Solucions Valencianes i Noves Tecnologies SL","23","Svint","42647","socks4","5110","1","2022-09-29T16:14:55.374Z","100","75","75"
"178.212.51.79","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","28","Lubuskie Sieci Swiatlowodowe Sp. z o. o","5678","socks4","4507","1","2022-09-29T16:14:55.373Z","100","70","70"
"105.213.132.15","elite","AS16637","ZA","MTN SA","187","MTN SA","5678","socks4","4874","1","2022-09-29T16:14:51.228Z","91","63","69"
"106.14.237.51","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","266","Aliyun Computing Co., LTD","3389","http","4984","3815","2022-09-29T16:14:51.233Z","94","91","97"
"177.38.5.230","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","215","FÁBIO MENDES DIAS LTDA ME","4153","socks4","5035","1","2022-09-29T16:14:47.595Z","94","89","95"
"113.11.183.142","elite","AS45493","ID","BIZNET","187","BIZNET","4145","socks4","4552","1","2022-09-29T16:14:43.808Z","91","77","85"
"119.186.69.87","elite","AS4837","CN","CNC Group CHINA169 Shandong Province Network","189","N/A","38801","socks5","4674","1","2022-09-29T16:14:43.806Z","55","48","87"
"185.220.87.150","elite","AS205375","ES","Jose Antonio Ruiz Zamore","39","N/A","4153","socks4","5114","1","2022-09-29T16:14:43.808Z","100","96","96"
"183.89.176.143","elite","AS45629","TH","Triple T Broadband Public Company Limited","181","Triple T Broadband Public Company Limited","5678","socks4","4882","1","2022-09-29T16:14:40.055Z","96","93","97"
"168.195.50.225","elite","AS265420","BR","Antonio Carlos Atella Ferreira Junior","201","Antonio Carlos Atella Ferreira Junior","4153","socks4","4947","1","2022-09-29T16:14:40.058Z","97","70","72"
"182.253.65.74","anonymous","AS17451","ID","BIZNET","209","N/A","8085","https","4992","2455","2022-09-29T16:14:36.059Z","98","58","59"
"193.233.148.216","elite","AS205628","RU","OOO MIG-Service Centre","59","OOO MIG-Service Centre","5678","socks4","2910","1","2022-09-29T16:14:36.053Z","100","102","102"
"104.20.75.69","elite","AS13335","CA","American Registry Internet Numbers","2","American Registry Internet Numbers","80","socks5","1027","1","2022-09-29T16:14:28.407Z","100","13","13"
"177.105.68.119","elite","AS262637","BR","Netprimus Tecnologia Ltda","226","Netprimus Tecnologia Ltda","4153","socks4","4818","1","2022-09-29T16:14:28.406Z","99","80","81"
"181.66.37.210","elite","AS6147","PE","Telefonica del Peru S.A.A.","186","Telefonica del Peru S.A.A","4153","socks4","5081","1","2022-09-29T16:14:28.404Z","95","52","55"
"43.153.170.84","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","246","Tencent Cloud Computing (Beijing) Co., Ltd","443","socks5","4964","1","2022-09-29T16:14:28.405Z","56","33","59"
"110.136.167.118","elite","AS7713","ID","PT. TELKOM INDONESIA","187","N/A","8080","socks5","4782","1","2022-09-29T16:14:28.407Z","70","48","69"
"69.163.166.113","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","19761","socks5","4613","1","2022-09-29T16:14:24.357Z","100","63","63"
"103.251.222.5","elite","AS58972","IN","BHOMIKA","145","Bhomika","4145","socks4","4845","1","2022-09-29T16:14:20.525Z","100","82","82"
"104.21.85.109","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","1452","1","2022-09-29T16:14:16.930Z","100","68","68"
"176.9.32.90","elite","AS24940","DE","Hetzner Online GmbH","14","Hetzner","39433","socks5","5155","1","2022-09-29T16:14:16.946Z","100","68","68"
"181.3.93.211","elite","AS7303","AR","Telecom Argentina S.A.","715","Telecom Personal Bs","1080","socks4","5081","1","2022-09-29T16:14:16.926Z","40","29","73"
"181.209.113.234","elite","AS52361","AR","ARSAT - Empresa Argentina de Soluciones Satelitales S.A","241","Gomez Dario Javier","1082","socks4","4695","1","2022-09-29T16:14:13.035Z","98","95","97"
"189.198.250.253","anonymous","AS13999","MX","Mega Cable, S.A. de C.V.","148","Mega Cable, S.A. de C.V","80","https","5092","1350","2022-09-29T16:14:13.040Z","100","88","88"
"37.59.98.31","elite","AS16276","FR","OVH ISP","5","VPS static ips","9050","socks5","4276","1","2022-09-29T16:14:13.038Z","100","107","107"
"23.225.14.198","elite","AS40065","US","Cnservers LLC","147","CloudRadium L.L.C","59774","socks5","4993","1","2022-09-29T16:14:05.617Z","75","69","92"
"183.91.81.250","elite","AS4800","ID","PT Aplikanusa Lintasarta","211","N/A","5678","socks4","5028","1","2022-09-29T16:14:05.629Z","100","107","107"
"24.205.10.252","elite","AS20115","US","Charter Communications","149","Spectrum","30333","socks4","2392","1","2022-09-29T16:13:57.927Z","100","88","88"
"45.116.114.54","elite","AS58898","IN","Rainbow Communications India Pvt Ltd","251","Sangamam Direct","5678","socks4","5210","1","2022-09-29T16:13:57.930Z","100","96","96"
"212.20.41.227","elite","AS12389","RU","OJSC \"Sibirtelecom\"","118","OJSC Sibirtelecom","10001","socks4","4941","1","2022-09-29T16:13:54.052Z","100","107","107"
"166.62.85.224","elite","AS26496","US","GoDaddy.com, LLC","133","GoDaddy.com, LLC","61760","socks4","4796","1","2022-09-29T16:13:50.354Z","100","67","67"
"216.80.120.100","elite","AS6079","US","RCN","103","RCN Corporation","3820","socks5","4199","1","2022-09-29T16:13:50.355Z","100","72","72"
"185.170.233.107","elite","AS206912","CY","Superdach LTD","67","Infra","47574","socks4","3766","1","2022-09-29T16:13:46.523Z","100","102","102"
"159.192.242.35","elite","AS131090","TH","CAT-BB","230","N/A","8080","socks4","4802","1","2022-09-29T16:13:42.801Z","80","74","93"
"207.178.166.187","elite","AS5033","US","Key Information Systems","145","Educational Message Services","80","socks4","4633","1","2022-09-29T16:13:42.800Z","99","79","80"
"45.81.225.67","elite","AS204601","NL","Zomro B.V.","14","On-line Data LTD","7051","socks5","5060","1","2022-09-29T16:13:42.804Z","100","107","107"
"213.136.82.183","elite","AS51167","DE","Contabo GmbH","15","Contabo GmbH","43052","socks5","5018","2","2022-09-29T16:13:39.009Z","100","107","107"
"31.41.217.84","elite","AS42655","UA","ON-LINE Ltd","41","Besthosting","9050","socks4","216","1","2022-09-29T16:13:38.991Z","100","43","43"
"177.105.67.205","elite","AS262637","BR","Netprimus Tecnologia Ltda","206","Refrescos Guararapes Ltda","4153","socks4","5022","1","2022-09-29T16:13:35.306Z","100","107","107"
"31.204.28.20","elite","AS207710","US","SIA \"Singularity Telecom\"","145","Popov Andry Vasilievich","5432","socks4","4927","1","2022-09-29T16:13:31.639Z","100","90","90"
"117.20.56.203","elite","AS23951","ID","CITRA","197","N/A","4145","socks4","4737","1","2022-09-29T16:13:31.642Z","95","100","105"
"85.25.103.138","elite","AS8972","FR","Host Europe GmbH","19","Host Europe GmbH","1080","socks4","2541","1","2022-09-29T16:13:31.642Z","100","103","103"
"117.241.132.95","elite","AS9829","IN","BSNL Internet","192","N/A","5678","socks4","4343","1","2022-09-29T16:13:27.916Z","98","65","66"
"189.80.143.82","elite","AS7738","BR","Telemar Norte Leste S.A","227","Micromarques Ltda","3128","socks4","4969","2","2022-09-29T16:13:24.151Z","100","82","82"
"46.227.37.177","elite","AS51155","PL","Telemedian - TB Telecom","42","Telemedian","1088","socks4","4773","1","2022-09-29T16:13:24.154Z","100","76","76"
"177.136.182.110","elite","AS263595","BR","ALB Internet & Informatica Ltda - ME","199","ALB Internet & Informatica Ltda - ME","5678","socks4","4998","1","2022-09-29T16:13:16.539Z","90","57","63"
"75.119.202.21","elite","AS26347","US","New Dream Network, LLC","150","New Dream Network, LLC","15745","socks5","5182","1","2022-09-29T16:13:16.540Z","100","89","89"
"203.223.171.185","elite","AS23966","PK","Linkdotnet Telecom Limited","161","Linkdotnet Telecom Limited","4145","socks4","4690","1","2022-09-29T16:13:16.538Z","99","82","83"
"36.90.59.221","elite","AS7713","ID","PT. Telekomunikasi Indonesia","194","Telekomunikasi Indonesia","4153","socks4","4206","1","2022-09-29T16:13:12.510Z","78","83","107"
"45.65.129.171","elite","AS266528","BR","Master Telecomunicações LTDA ME","205","Master Telecomunicações LTDA ME","5678","socks4","4556","1","2022-09-29T16:13:12.512Z","99","86","87"
"102.66.228.126","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","239","Herotel","5678","socks4","3715","1","2022-09-29T16:13:12.512Z","84","58","69"
"1.0.0.187","elite","AS13335","AU","Cloudflare, Inc","1","APNIC and Cloudflare DNS Resolver project","80","socks4","5058","1","2022-09-29T16:13:08.751Z","100","96","96"
"115.75.5.17","elite","AS7552","VN","VIETELxdsl","249","xDSL Services","38351","socks4","4956","1","2022-09-29T16:13:05.052Z","100","81","81"
"103.47.93.210","elite","AS134058","IN","Broban Internet Services Pvt.ltd","153","Broban  PVT Ltd.","1080","socks4","5224","1","2022-09-29T16:13:05.053Z","100","87","87"
"50.237.98.81","elite","AS7922","US","Comcast Cable Communications, LLC","92","Comcast Cable Communications, LLC","1080","socks4","4030","1","2022-09-29T16:13:05.048Z","97","104","107"
"185.66.59.225","elite","AS200509","ES","Solucions Valencianes i Noves Tecnologies SL","23","Svint","42647","socks4","4864","1","2022-09-29T16:13:01.314Z","100","103","103"
"51.195.40.191","elite","AS16276","DE","OVH SAS","12","OVH GmbH","8804","socks4","4865","1","2022-09-29T16:12:57.601Z","100","59","59"
"154.73.108.206","anonymous","AS37284","LY","Trans-Sahara IT & Communication","62","Trans-Sahara IT and Communication","1981","http","5137","546","2022-09-29T16:12:53.633Z","100","107","107"
"183.27.251.20","elite","AS4134","CN","Chinanet","266","Chinanet GD","8085","http","2760","7508","2022-09-29T16:12:53.627Z","90","9","10"
"62.89.31.164","elite","AS49800","AM","GNC-Alfa CJSC","89","GNC","5678","socks4","4844","1","2022-09-29T16:12:53.632Z","100","84","84"
"116.111.113.92","elite","AS7552","VN","Viettel Corporation","251","Viettel Group","6666","socks4","4775","1","2022-09-29T16:12:46.151Z","100","81","81"
"110.78.147.184","elite","AS131090","TH","CAT-BB","196","N/A","8080","socks5","5095","1","2022-09-29T16:12:42.411Z","84","90","107"
"102.64.117.254","elite","AS328500","CG","A.M.C Telecom","168","A.M.C Telecom","4145","socks4","5087","1","2022-09-29T16:12:42.408Z","96","93","97"
"103.107.68.13","elite","AS137292","ID","Intranusa Core Teknologi","187","N/A","5430","socks4","4948","2","2022-09-29T16:12:38.715Z","100","101","101"
"185.16.12.137","elite","AS35567","BA","DASTO Semtel doo","59","N/A","5678","socks4","4738","1","2022-09-29T16:12:34.938Z","98","106","108"
"105.213.155.211","elite","AS16637","ZA","MTN SA","177","MTN SA","5678","socks4","5087","1","2022-09-29T16:12:31.177Z","100","90","90"
"177.38.5.36","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","221","FÁBIO MENDES DIAS LTDA ME","4153","socks4","4676","1","2022-09-29T16:12:27.419Z","98","89","91"
"161.97.88.197","elite","AS51167","DE","Contabo GmbH","13","Contabo GmbH","18722","socks4","5092","1","2022-09-29T16:12:27.431Z","100","60","60"
"186.66.97.94","elite","AS14522","EC","Satnet","157","Satnet Uio Cable Modems","5678","socks4","4991","1","2022-09-29T16:12:27.421Z","99","106","107"
"103.70.159.131","elite","AS133720","IN","speednet","120","N/A","5678","socks4","5084","1","2022-09-29T16:12:27.416Z","98","58","59"
"105.209.145.193","elite","AS16637","ZA","MTN SA","174","MTN SA","5678","socks4","2715","1","2022-09-29T16:12:27.415Z","97","70","72"
"189.10.103.98","elite","AS8167","BR","V tal","272","Brasil Telecom Comunicacao Multimidia S.A","3128","socks5","5168","1","2022-09-29T16:12:23.731Z","94","60","64"
"212.102.47.83","elite","AS60068","US","Datacamp Limited","144","Cdnext SEA","8219","socks4","4851","1","2022-09-29T16:12:23.728Z","99","84","85"
"146.56.161.26","elite","AS31898","KR","Oracle Corporation","221","Oracle Cloud Infrastructure (ap-seoul-1)","18433","socks5","5102","1","2022-09-29T16:12:23.728Z","100","52","52"
"192.53.171.180","elite","AS63949","US","Linode, LLC","117","Linode, LLC","10200","socks4","4852","1","2022-09-29T16:12:19.591Z","100","91","91"
